tage_seit_aussaat,depth,predicted_nFK
29,nFK_5060,76.17
30,nFK_0010,38.34
30,nFK_1020,55.59
30,nFK_2030,72.84
30,nFK_3040,74.06
30,nFK_4050,75.27
30,nFK_5060,76.48
31,nFK_0010,46.41
31,nFK_1020,59.26
31,nFK_2030,72.1
31,nFK_3040,73.63
31,nFK_4050,75.16
31,nFK_5060,76.69
32,nFK_0010,48.89
32,nFK_1020,60.17
32,nFK_2030,71.45
32,nFK_3040,73.18
32,nFK_4050,74.91
32,nFK_5060,76.65
33,nFK_0010,43.41
33,nFK_1020,57.11
33,nFK_2030,70.81
33,nFK_3040,72.72
33,nFK_4050,74.62
33,nFK_5060,76.52
34,nFK_0010,36.27
34,nFK_1020,53.35
34,nFK_2030,70.44
34,nFK_3040,72.46
34,nFK_4050,74.49
34,nFK_5060,76.51
35,nFK_0010,75.41
35,nFK_1020,73.35
35,nFK_2030,71.28
35,nFK_3040,73.13
35,nFK_4050,74.98
35,nFK_5060,76.83
36,nFK_0010,65.5
36,nFK_1020,69.37
36,nFK_2030,73.25
36,nFK_3040,74.55
36,nFK_4050,75.86
36,nFK_5060,77.16
37,nFK_0010,58.37
37,nFK_1020,65.7
37,nFK_2030,73.03
37,nFK_3040,74.46
37,nFK_4050,75.89
37,nFK_5060,77.32
38,nFK_0010,49.1
38,nFK_1020,60.92
38,nFK_2030,72.74
38,nFK_3040,74.35
38,nFK_4050,75.96
38,nFK_5060,77.57
39,nFK_0010,40.11
39,nFK_1020,56.22
39,nFK_2030,72.34
39,nFK_3040,74.19
39,nFK_4050,76.03
39,nFK_5060,77.87
