tage_seit_aussaat,depth,predicted_nFK
17,nFK_5060,76.83
18,nFK_0010,80.79
18,nFK_1020,79.01
18,nFK_2030,77.24
18,nFK_3040,77.16
18,nFK_4050,77.08
18,nFK_5060,77
19,nFK_0010,71.94
19,nFK_1020,74.12
19,nFK_2030,76.31
19,nFK_3040,76.6
19,nFK_4050,76.89
19,nFK_5060,77.18
20,nFK_0010,63.03
20,nFK_1020,69.26
20,nFK_2030,75.48
20,nFK_3040,76.11
20,nFK_4050,76.75
20,nFK_5060,77.38
21,nFK_0010,52.24
21,nFK_1020,63.45
21,nFK_2030,74.66
21,nFK_3040,75.63
21,nFK_4050,76.6
21,nFK_5060,77.57
22,nFK_0010,42.72
22,nFK_1020,58.21
22,nFK_2030,73.7
22,nFK_3040,75.06
22,nFK_4050,76.43
22,nFK_5060,77.79
23,nFK_0010,71.36
23,nFK_1020,73.02
23,nFK_2030,74.67
23,nFK_3040,75.75
23,nFK_4050,76.82
23,nFK_5060,77.9
24,nFK_0010,66.71
24,nFK_1020,71.21
24,nFK_2030,75.71
24,nFK_3040,76.42
24,nFK_4050,77.14
24,nFK_5060,77.86
25,nFK_0010,57.49
25,nFK_1020,66.37
25,nFK_2030,75.25
25,nFK_3040,76.21
25,nFK_4050,77.17
25,nFK_5060,78.14
26,nFK_0010,47.56
26,nFK_1020,61.15
26,nFK_2030,74.74
26,nFK_3040,75.97
26,nFK_4050,77.2
26,nFK_5060,78.42
27,nFK_0010,38.84
27,nFK_1020,56.47
27,nFK_2030,74.11
27,nFK_3040,75.68
27,nFK_4050,77.25
27,nFK_5060,78.82
28,nFK_0010,75.81
28,nFK_1020,75.79
28,nFK_2030,75.77
28,nFK_3040,76.88
28,nFK_4050,77.99
28,nFK_5060,79.09
29,nFK_0010,67.85
29,nFK_1020,72.94
29,nFK_2030,78.03
29,nFK_3040,78.33
29,nFK_4050,78.63
29,nFK_5060,78.93
30,nFK_0010,59.39
30,nFK_1020,68.46
30,nFK_2030,77.52
30,nFK_3040,78.03
30,nFK_4050,78.53
30,nFK_5060,79.03
31,nFK_0010,50.63
31,nFK_1020,63.89
31,nFK_2030,77.15
31,nFK_3040,77.88
31,nFK_4050,78.62
31,nFK_5060,79.35
32,nFK_0010,42.75
32,nFK_1020,59.87
32,nFK_2030,76.99
32,nFK_3040,77.94
32,nFK_4050,78.89
32,nFK_5060,79.84
33,nFK_0010,44.79
33,nFK_1020,60.83
33,nFK_2030,76.87
33,nFK_3040,77.97
33,nFK_4050,79.07
33,nFK_5060,80.17
34,nFK_0010,34.35
34,nFK_1020,55.71
34,nFK_2030,77.07
34,nFK_3040,78.23
34,nFK_4050,79.39
34,nFK_5060,80.55
35,nFK_0010,39.1
35,nFK_1020,58.05
35,nFK_2030,77
35,nFK_3040,78.26
35,nFK_4050,79.53
35,nFK_5060,80.79
36,nFK_0010,43.4
36,nFK_1020,60.4
36,nFK_2030,77.39
36,nFK_3040,78.5
36,nFK_4050,79.61
36,nFK_5060,80.72
37,nFK_0010,36.68
37,nFK_1020,56.99
37,nFK_2030,77.31
37,nFK_3040,78.45
37,nFK_4050,79.59
37,nFK_5060,80.73
